review_score,review_comment_message,product_category_name
5,"Produto conforme descrito, entrega muito rápida.",telefonia
5,"Se você procura resultados rápidos, compre esta, a melhor do mercado.",esporte_lazer
2,"Depois que a lannister adotou essas forma de venda, se tornando uma Mercado Livre, o relacionamento e os produtos raramente chegam corretos, tive sorte com esse teclado mas o monitor que comprei nao.",informatica_acessorios
1,Produto nao chegou ainda tentei contato para saber como resolver o problema,automotivo
1,Pessima loja. Passou do.prazo não consigo falar com ninguém,cama_mesa_banho
2,As raquetes vieram soltando a borracha da Madeira. Tive que colar com uma cola instantânea. Produto nota 3. ,brinquedos
4,Bom produto. Apresenta as características como descrito no site. Entregue antes do prazo.,automotivo
4,Recomendo para qualquer pessoa fazer a compra nesta loja pois a entrega ocorreu antes do prazo.,beleza_saude
4,"Tapete bem bonito, com acabamento bem feito. Não é exatamente um capacho, mas vale a compra!",cama_mesa_banho
5,Demorou um pouco mais chegou antes do praço,informatica_acessorios
5,Produto e prazo Ok.,esporte_lazer
4,Entrega rápido.. produto de boa qualidade.,cool_stuff
5,Oi....veio certinho e muuuuuito rápido...amei,cama_mesa_banho
1,"Pedido cancelado antes da emissão da nota fiscal, pago a vista. Vário protocolos solicitando o vale é nada resolvido. Fiquei sem o produto é sem meu dinheiro. Fui lesado.",brinquedos
2,"o mouse que eu queria veio errado, pois as especificações não são claras, eu pensei que o mouse era sem fio, porém o mesmo é com fio. Mas dentro do que foi ""pedido"" veio certo.",informatica_acessorios
5,Produto de boa qualidade. Entrega antes do prazo.,utilidades_domesticas
5,Produto chegou antes do prazo... rastreamento sempre atualizado ,beleza_saude
1,"Adorei o produto, é exatamente o que eu queria, ficou muito bom na minha área de serviço. ",utilidades_domesticas
4,produto exelente recomedo sim,automotivo
5,"Produto ótimo, só que pequeno a carteira ",fashion_bolsas_e_acessorios
1,muita demorada..enrrolacao total.,esporte_lazer
4,"Entrega feita no prazo e produto em perfeitas condicoes
Parabens a equipe",cool_stuff
5,Chegou antes do prazo dado pelo site do stark gostei muito!,moveis_decoracao
5,Entregou antes do prazo e o produto correspondeu as minhas espectativas!,brinquedos
5,"Recebi antes do prazo.
Muito bom.",ferramentas_jardim
1,"A venda não se encerra no ato do pagamento. Após este momento não temos mais nenhum contato po parte da loja, é como se o cliente não existisse.",telefonia
5,tudo 100% correto,moveis_decoracao
1,Veio metade,moveis_decoracao
5,Amei super fofinho maravilhoso,cama_mesa_banho
3,Fiz a compra de 5 quantidades e só me foram entregues 4 ,cama_mesa_banho
1,"O produto demora horrores para ser entregue e ficam reagendando data de entrega e nós ficamos a merce deles sempre que tento em contato sempre cai a ligação, não comprarei nunca mais nessa loja!",informatica_acessorios
4,"Em relação a ter uma chave simples como a do Versa e ter uma canivete como esta vale a pena, mais alguns detalhes pegam, a carcaça é de plástico e a indicação de abre fecha é mal impressa e desbota",automotivo
2,Só quero que o relógio chegue. ,relogios_presentes
5,Ótima qualidade! ,casa_conforto
4,ok loja confiavel,cama_mesa_banho
5,"Produto bem embalado e em perfeitas condições, entrega rápida. ",eletronicos
5,Recebi muitos dias antes da previsão. Recomendo!,relogios_presentes
5,Tudo ótimo,malas_acessorios
2,O produto que pedi veio numa numeração diferente da que havia pedido ,esporte_lazer
5,"Chegou rápido, bem embalado com a nota fiscal. Já estou tomando, tenho endometriose, e este produto foi indicada para meu caso. ",esporte_lazer
3,Nao lembro de ter lido no anuncio que se tratava de um produto que nao é original HP. Isto deve estar informado na publicaçao. Somente qdo usar vou saber se ele é tao bom qto o original.,informatica_acessorios
5,"Adorei a agilidade da entrega do produto, chegou antes do prazo previsto. ",beleza_saude
4,"Não dei nota total por causa da entrega que demorou, mas o problema foi por causa dos correios e não por causa da loja. o produto é original e veio muito bem embalado. Excelente produto!",beleza_saude
1,"Foi entregue apenas um dos produtos que eu comprei, sendo que falta mais um a ser entregue e o codigo pra rastrear diz que ja foi encerrado",brinquedos
5,"Gostei do atendimento, chegou no prazo certo, recomendo! ",malas_acessorios
5,"Recebi antes do prazo, adorei!",relogios_presentes
5,EXCELENTE PRODUTO E ENTREGA,cama_mesa_banho
3,"O produto chegou no prazo, porém, o tamanho não serviu em minha máquina Brastemp, conforme informado no site.",utilidades_domesticas
5,Produto entregue antes do prazo e atendeu minhas necessidades,automotivo
3,Tenho receio de comprar pois já vi avaliações negativas sobre algumas lojas parceiras das lannister. ,beleza_saude
1,Comprei um controle duosat trent e veio um paralelo,eletronicos
4,"Gostei muito do produto
Chegou antes do prazo estimado.
Agora é só usufruir dos benefícios do adquirido.",utilidades_domesticas
5,Satisfeito 100%; recebi bem antes do prazo estimado; só falta testá-lo (não acompanha o cartucho de tinta),papelaria
5,Entrega imediata e satisfatória.,telefonia
3,Não recebi o produto correto ,pet_shop
4,Entrega rápida e produto perfeito.,automotivo
5,"Comecei a tomar agora ... Espero um resultado, cfe pesquisas na internet. ",beleza_saude
5,"Ótimo produto, lindo ",fashion_bolsas_e_acessorios
5,Veio tudo OK!,esporte_lazer
5,"Otima loja,compras entregues no prazo,e veio o que eu esperava.Recomendadissimo.",fashion_calcados
5,O cabo de ligação da guitarra no amplificador esta com mau contato (falhando). ,instrumentos_musicais
5,Sim muito bom recomendado ,moveis_decoracao
5,"Produto chegou no prazo esperado, de qualidade boa.",beleza_saude
1,"Não foi entregue a chupeta, veio apenas o Esterilizador a Vapor para Microondas - Philips Avent.",cool_stuff
5,"Estes produtos são excelentes!!
sensacionais.",beleza_saude
4,"Gostei do produto , atendeu minhas espectativas!!!",eletronicos
2,Comprei um produto e me enviaram outro similar sem me perguntar se eu queria a troca,brinquedos
1,"Comprei 2 antenas e chegou apenas 1, embora na nota fiscal constem duas. Espero uma solução o quanto antes",eletronicos
4,"entregue, td ok",informatica_acessorios
3,a caixa veio danificada e com aspecto de velha.,moveis_decoracao
3,Chigling,esporte_lazer
5,Muito bom limpa mesmo,esporte_lazer
5,ENTREGA MUITO RAPIDA ,eletronicos
4,👏👏👏👏👏,eletroportateis
5,muito resistente perfeita.,esporte_lazer
5,Produto atende as necessidades ,bebes
5,Muito prático e rápido,utilidades_domesticas
1,Não recebi a mercadoria...ESTÁ MUITO ATRASADA A ENTREGA...,utilidades_domesticas
5,Colcha muito bonita.,cama_mesa_banho
1,Infelizmente não recebi o produto. Fui contactada pela loja faz quase 10 dias e nem assim consegui receber a cadeira. Que chato..,moveis_decoracao
1,"A descrição do produto não condiz com o que é! Na descrição da compra está: Composição: 100% Algodão. No entanto, na embalagem do produto a descrição é 80% algodão, 20% poliester.",cama_mesa_banho
3,"Houve pequeno mal entendimento devido a cortina ser anunciada como 2,80 X 1,80 e na realidade são duas de 1,40 X 1,80... no mais, tudo ok... ",moveis_decoracao
5,"Amei, vou comprar outro. ",eletronicos
1,Adorei recebi antes do prazo,beleza_saude
5,Produto bom e de qualidade,beleza_saude
3,Gostei da entrega no prazo,beleza_saude
5,Produto entregue até antes do prazo. Em prefeitas condições. Super recomendo.,relogios_presentes
5,"Achei o produto excelente, porem nas fotos do site não informa que é produto Chinês, que aparentemente parece ser bom.",utilidades_domesticas
5,Produto entregue antes do prazo. Loja extremamente confiável. Recomendo!,relogios_presentes
5,"Recebi o produto como anunciado, o mesmo funciona como prometidos.",papelaria
5,Tudo como o combinado! !!,cool_stuff
5,Ótimo produto acabamento muito bom gostei muito recomendo a todos,esporte_lazer
4,"Chegou antes do prazo,porém o tamanho não veio correto, a medida que pediram pra tirar foi de cima do ossinho do tornozelo,porém a tornozeleira não fechou na panturrilha, tive que comprar uma maior",beleza_saude
4,"Muito bonita a peça ,ainda não estalei ",ferramentas_jardim
5,"Amei produto mt bom, nao sao todos pinceis cerdas naturais mais a maioria eh. Adorei alta qualidade os pinceis to apaixonada ",perfumaria
4,"A data de entrega do produto era até 6 de dezembro e o produto chegou no dia 22/11/2017, bem adiantada.",informatica_acessorios
1,meu produto nao chegou esta atrasado.,beleza_saude
5,"Muito lindo, nem imaginava que fosse mais lindo que no site de compras. Estou satisfeita.",artigos_de_natal
4,"E a primeira vez que compro nas lojas lannister pela internet. Fiquei satisfeito, pois o produto chegou em perfeitas condições e no prazo mais rápido do que o prometido. Parabéns a todos os colab.!!",beleza_saude
5,"ocorreu tudo nos conforme, excelente",eletrodomesticos
3,O produto é muito fraco. O encaixe é ruim e se solta sozinh dificultando a diversão. ,brinquedos
1,Já solicitei a troca porém até o momento nada. Enviaram o produto errado e agora informam que a troca não pode ser feita. ,relogios_presentes
5,Muito satisfeita.,livros_interesse_geral
3,"Eu fiz o pedido de dois produtos, porém só recebi uma. ",moveis_escritorio
2,"Comprei dois produtos, mas recebi somente um.

Entrei em contato e ainda não recebi resposta
",cool_stuff
4,"Mochila linda reforçada, entrega foi rápida",papelaria
5,Recebi a mercadoria dentro do prazo estipulado e em perfeitas condições. Feita a troca com sucesso.,informatica_acessorios
5,Recomendável e confiável sempre compro aí.. ...parabéns ,instrumentos_musicais
4,Recebi tudo certinho.,utilidades_domesticas
5,Tudo conforme combinado.,alimentos
3,Comprei o Mouse Gamer Usb 3200 Dpi Ótico 7 Botões X SOLDADO GAMER e recebi o Mouse Gamer Usb Spider 2 Om-705 Preto/vermelho Fortrek,informatica_acessorios
5,"Chegou antes do prazo, muito boa compra!",consoles_games
4,Gostei bastante ,cama_mesa_banho
3,Ainda está dentro do prazo de entrega,moveis_decoracao
5,"A entrega tudo em ordem, não tenho o que reclamar, chegou bem antes do prazo, com relação ao produto ainda não sei pois tomei apenas 2 até agora.",beleza_saude
4,Fiquei satisfeito com a entrega das lannister.com,eletronicos
2,"Fiz vários pedidos "" lannister.com.br "", esse pedido veio faltando CD e o lucro não estava embalado no plástico, os outros pedidos vieram os livros embalados no plástico e CD dentro da embalagem.",livros_importados
5,"Ameeeei! um luxo de tapete, muito lindo!",cama_mesa_banho
5,"Este fornecedor, parceiro das Lojas lannister é comprometido com seus clientes. Pois demonstrou profissionalismo e competência no prazo de entrega e na qualidade de embalar o produto do consumidor.",relogios_presentes
5,"Poderiam treceirizar as entregas, porque meu pedido foi pelos correios . Não sei já estão. Obrigada. ",cool_stuff
5,TOP 10,automotivo
5,"Recomendo essa loja e tb as lannister ,pois meu produto chegou em antes do prazo estipulado ,ótimo produto adorei superou todas as minhas espectativa super recomendo essa loja muito eficiente ,amei",cama_mesa_banho
1,O produto veio com defeito enviei email e nao obtive resposta,telefonia
5,É muito lindo o tapete infantil que eu comprei. Pena não ser maior.,cama_mesa_banho
1,"O produto veio em duas oportunidades, mal embalado, com diversas avarias na pintura, algumas peças tortas. Precisam melhorar a embalagem e colocar avisos de ""Frágil"" ou não pisar.",industria_comercio_e_negocios
4,Produto conforme foto. Gostei.,cama_mesa_banho
3,Não recebi na cor que estava no anúncio ,beleza_saude
1,nao deram nenhuma.posição.. minha chapinha nao chegou e estou precisando muito da mercadoria,beleza_saude
5,"Gostei ,e vou comprar novamente !
",cool_stuff
1,Não chegou o produto ,alimentos
5,o produto confere com todas as descrições ...meu filho amou....,brinquedos
5,Não me canso de elogiar asbcmoradnque faço na lannister,utilidades_domesticas
1,Vcs tá deixando a desejar comprei produtos com vcs e vcs demora entregar e ainda cancela o pedido sem autorização ,perfumaria
5,PRODUTO DE QUALIDADE E NO TAMANHO IDEAL.,papelaria
5,"Bom preço, qualidade e entrega rápida!",informatica_acessorios
3,"Só um pouco pequeno, como já mostra a descrição! Fora isso é realmente muito fiel à imagem.",moveis_decoracao
5,Satisfeita com o produto ,moveis_decoracao
3,"achei que era de pelucia a capa, mas é um tecido",moveis_decoracao
5,"A entrega foi muito rápida, me surpreendeu",utilidades_domesticas
3,Achei o material do tapete muito fino e frágil. Espero que resista ao uso normal.,esporte_lazer
5,Sempre entrega o produto comprado e dentro das especificações. Cumpre o prazo. Confiavel,eletronicos
1,"Minha compra ainda não chegou, não respeitam o prazo de entrega, não me atendem não me respondem. Total falta de respeito. ",informatica_acessorios
1,"Sem comentários, não indico",esporte_lazer
1,O relógio recebido não condiz com a foto do anúncio. Creio que o relógio seja falso! Entrei em contato com a loja mas até agora não obtive retorno.,relogios_presentes
2,"foi entregue no prazo correto site seguro, porem veio quebrado. espero que a loja troque ou devolva o dinheiro estou esperando uma devolutiva. ",ferramentas_jardim
4,Desde o dia 15 de agosto eu solicitei o cancelamento da compra em questão e até a presente data não obtive retorno. ,construcao_ferramentas_iluminacao
5,Tudo Certo Recomendo.,automotivo
5,Adoreiii os capachos! super lindos <3 A entrega foi feita quase 10 dias antes do prazo <3,cama_mesa_banho
4,Ainda avaliando a utilidade...,beleza_saude
4,"me atendeu, mais não está reconhecendo o cartão de memória, dentro do esperado.",telefonia
3,Satisfeito com o produto é com a loja,cool_stuff
1,Recomendo não comprar produtos que são entregue por outras empresas que não forem das lojas lannister.,informatica_acessorios
5,"Veio exatamente igual a descrição tamanho formato entrega super rápida eu recomendo protudo excelente nota 10
",artigos_de_natal
1,"Na Minha opinião , deveriam cumprir com prazo de entrega , era pra ser entregue até dia 12/05 e até hoje nada , se não estão disposto a cumprir com o combinado apenas , não determinem um prazo!",cool_stuff
5,Produto esta de acordo com o que foi divulgado.,esporte_lazer
5,"Chegou antes do prazo! E adorei o celular é maravilhoso, eu recomendo! Já testei produto e estou apaixonada pelo desempenho. Ele é grande mais é confortável na mão.",telefonia
5,"no geral, acredito que deverão ver esse lance de frete, é muito caro.",beleza_saude
5,O prazo 06/04/2018 ontem 23/03/2018 o produto me foi entregue ás 15:00 quase 13 dias de antecipação do prazo. Tudo normal com o produto dentro da minha expectativa. Nota 10 para o vendedor.,pet_shop
5,atendimento profissional correto,eletrodomesticos_2
5,recomendo o produto e a loja,beleza_saude
1,Nao recebi ainda o produto,papelaria
3,A voltagem que pedi era de 220...E não 110 como veio,cool_stuff
1,"Só recebi 01 cadeira, ainda falta uma.",moveis_escritorio
5,"Chegou no prazo ótimo produto já estou usando

",eletroportateis
5,Produto bom bonito barato recomendo e atenciosos c os email 👏👏👏👏👏,moveis_decoracao
1,"Comprei 02 produtos (lonas para esteiras LX 150 da MOVEMENT) faturados no meu cartão de crédito e apenas 01 chegou na minha residência.
Tenho a nota fiscal. Se quiser envio.",esporte_lazer
5,"Estou satisfeita com o serviço prestado. 
O meu pedido chegou à tempo para o que eu precisava. ",informatica_acessorios
5,MUITO BOM. TUDO CERTO.,esporte_lazer
5,Ocorreu tudo ok!,telefonia
5,"a luminária é linda, chegou muito bem embalada e bem antes do prazo previsto",construcao_ferramentas_iluminacao
5,No prazo e produto de qualidade.,relogios_presentes
2,"Comprei o espeto flex e o estinho flex.
o Espeto flex giratório não chegou ainda.",utilidades_domesticas
5,"Produto conforme descrito, muito bonito, bem embalado, recebi antes do prazo. Recomendo",ferramentas_jardim
5,"qualidade muito boa, prazo 100% ...",cama_mesa_banho
5,"Muito satisfeita com o produto, entrega. Recomendo!!",relogios_presentes
4,Recomenfo os entregues no prazo e petfeitas condições ,ferramentas_jardim
1,"tentei usar a opção de devolver produto no site das lannister e não da certo, fica dando erro, entrei em contato com o vendedor e estou aguardando para fazer a troca do meu produto",sinalizacao_e_seguranca
4,Produto muito bonito e a entrega foi super rápida.,perfumaria
4,"recebi dentro do prazo de entrega dado pela loja, no entanto ao conferir o produto constatei que o relógio é novo mas veio sem funcionar...deve ser a bateria.",relogios_presentes
5,Chegou rapido e tem otima qualidade.,bebes
5,Chegou no prazo. ,industria_comercio_e_negocios
5,Recomendo a todos que necessitam deste produto pois é de ótimo qualidade e impressão.,informatica_acessorios
4,Deveria se um porco mais rápido jogue paguei pelo frete ,telefonia
5,Entrega super rápida e produto de ótima qualidade.,beleza_saude
1,"tenho nada a dizer, apenas que vocês não querem clientes, pois não prezam pelo os mesmos.",esporte_lazer
1,vocês e muito pontual,construcao_ferramentas_construcao
1,"Recebi apenas o jogo de lençol bege, faltou o branco e consta no site como entregue.",cama_mesa_banho
5,"Muito boa, reforçado cabo de aço, chave tetra, comprei para prender minha magrela, recomendo
",automotivo
4,9,telefonia
3,Recebi corretamente o produto,utilidades_domesticas
1,"Até o momento, recebi apenas 1 dos cartuchos, e no pedido foi feito 2 . Estou aguardando a achegado do segundo cartucho , até o momento nada",informatica_acessorios
5,"Fiquei muito satisfeito com a compra, os pneus chegaram em perfeito estado, antes do prazo previsto e já estão rodando em meu veículo! Recomendo targaryen parceiro das lannister.com. Confiável e rápido!",automotivo
5,"Chega super rápido produtos,ótimos",ferramentas_jardim
5,"Loja muito boa, produtos de qualidade, entrega no prazo, bons preços. Recomendo.",alimentos_bebidas
5,"ok tudo certinho entrega, produto confere,pode comprar.
",esporte_lazer
1,Espero ainda receber o produto🙏🏻,esporte_lazer
4,Queria que tivesse chegado mais rápido ...,informatica_acessorios
1,"Quando fiz a compra, solicitei o cancelamento pq comprei o produto errado, mas mesmo assim foi entregue.
Resolvi então ficar com ele mesmo assim, MAS NÃO FUNCIONA",automotivo
4,"Ter cuidado na embalagem, pois o produto vazou um pouco e não o botão que aperta na tampa. O produto chegou antes do prazo estabelecido. ",beleza_saude
5,"ótimo produto, combina com tudo! E chegou tudo certinho dentro do prazo.",relogios_presentes
1,qro receber meu produto,telefonia_fixa
5,Excelente compra e melhor loja para comprar sem burocracia entrega antes do prazo,fashion_roupa_masculina
5,"Achei ótimo, era para demorar até 20 dias, chegou 4 dias depois que meu pedido foi aprovado. 
Ainda não testei, mas pelo que dizem ele é maravilhoso!",perfumaria
1,Comprei 2 remedios e me entregaram apenas o1. Preciso dos remedios,pet_shop
5,Bom o serviço testado.,moveis_decoracao
3,A entrega foi dividida em duas. Não houve comunicado do loja. Cheguei a pensar que só haviam enviado parte do produto. ,bebes
5,Recomendo são bem pontual ,papelaria
2,"Demora para avisar que deu problema na entrega, não recebi o produto avisaram quase no dia de receber,foi descontado Primeira parcela referente a compra.",papelaria
5,As luminárias são simplesmente lindas!,ferramentas_jardim
4,Veio separado do outro produto.,cama_mesa_banho
5,"Continuar atendendo o cliente de todas as maneiras, deixando_os totalmente satisfeitos!",perfumaria
5,Entrega muito rapida,construcao_ferramentas_iluminacao
3,Ótima compra demoro um pouco para chegar mais de resto tudo certo ,papelaria
5,"super rápida a entrega, tudo certinho!",portateis_casa_forno_e_cafe
5,"Entrega perfeita, até antes do prazo. produto em perfeito estado e de ótima qualidade. ",cama_mesa_banho
3,pensava que os anzóis eram maiores mas ta bom !!,esporte_lazer
5,Produto veio certinho. Tudo ok,brinquedos
5," Parabéns a lannister.com e toda à sua equipe !
 Os produtos chegam sempre antes do prazo, e sempre correto !
 Estou satisfeito !
 Parabéns, a todos !
 Obrigado, lannister.com",telefonia
5,Produto em Perfeito estado. Qualidade dentro do padrão.,informatica_acessorios
5,exelente vendedor,construcao_ferramentas_jardim
4,Ótimo produto de Fácil manuseio. E preço bastante atrativo.,ferramentas_jardim
3,produto muito ruim não recomendo,moveis_decoracao
5,Top essa loja,relogios_presentes
1,"O fone não é original LG, e veio faltando componentes.
Só avaliei com uma estrela porque o sistema não aceita ""zerar"".",cool_stuff
4,"Adorei, chegou tudo conforme o meu pedido e dentro do prazo... obrigado",beleza_saude
1,"Estão faltando duas garrafas de vinho!!! A compra foram 6 e só veio 4.
Tomem providências
Atenciosamemte",bebidas
4,Recebi somente 1 dos 3 produtos adquiridos e consta no site que a entrega está finalizada. Não consegui ainda contato com a loja,moveis_decoracao
5,Produto entregue antes do previsto,esporte_lazer
5,"Olá, produto chegou antes do previsto
Prazo.",informatica_acessorios
4,"Cumpre o que promete, porém, não veio o brinde que o mesmo acusa.",consoles_games
5,O produto chegou bem antes do prazo limite,beleza_saude
1,Comprei 3 unidades e recebi apenas 1.,beleza_saude
5,O produto foi enviado rapidamente e chegou muito bem embalado. Agradeço e recomendo.,brinquedos
5,Sim.eu recebi e gostei muito recomendado para meus amigos ,moveis_decoracao
1,O produto foi entregue errado. Não recebi o produto que comprei.,bebes
3,"Então Gostei Mais veio diferente do que eu pedi, mais Gostei também, a entrega foi bem rápida",cama_mesa_banho
3,recebi no prazo acordado e estou satisfeito com o produto.,informatica_acessorios
5,Ótimo produto e qualidade. Chegou no prazo estipulado.,ferramentas_jardim
5,"Produto chegou dentro do prazo, e de ótima qualidade!",ferramentas_jardim
5,Cumpriu com o prazo ,informatica_acessorios
1,vei faltando uma peca do suporte e nao consigo monta-lo,informatica_acessorios
2,Meu produto ainda não foi entregue. Data prevista 21/03. ,eletronicos
5,"Muito satisfeita, produto chegou antes do prazo e atendeu perfeitamente minhas expectativas.",eletrodomesticos
5,"O produto chegou em perfeitas condições e dentro do prazo. Além disso, havia um brinde super útil da loja dentro da embalagem. Adorei!",utilidades_domesticas
5,Entrega no prazo e eficiente,relogios_presentes
4,bem legal,papelaria
5,Muito obrigada...vcs foram pontuais e uma loja com grande responsabilidade...,moveis_decoracao
2,Produto veio torto na ponta onde medi,ferramentas_jardim
1,Recebi e vou devolver muito pesada e difícil de colocar e não fica igual da foto no site !,cama_mesa_banho
5,"O produto chegou no prazo, tudo OK",informatica_acessorios
3,"Eu comprei dois produtos, um adesivo de parede e um estoscopio, só recebi um produto, o esto, falta o adesivo e está constando como recebi no site",beleza_saude
5,Produto em perfeito estado e entrega rapida.,informatica_acessorios
5,otimo...,ferramentas_jardim
3,"Ainda não recebi o produto, por isso dei ""não"" em ""recomendaria""! ",beleza_saude
1,Produto ainda não foi entregue!,informatica_acessorios
5,Vale a pena comprar pelo site das lannister,cama_mesa_banho
1,Não recebi o produto portanto nao posso avaliar ainda,beleza_saude
1,o botao liga e desliga nao funciona.,utilidades_domesticas
4,"excelente compra, entrega realizada antes do previsto!",cama_mesa_banho
3,demorou no correio para entregar,esporte_lazer
3,"A garrafa é igual o que pensei, mais não dura muito tempo quente o café ... cerca de 1 hora só mantém ",utilidades_domesticas
3,So recebi uma das cortinas,cama_mesa_banho
5,Parabéns pela presteza e agilidade.,automotivo
3,ATRASO EXCESSIVO,esporte_lazer
5,ok ok,pet_shop
5,Entregaram antes do prazo 😀,relogios_presentes
2,"Recebi o produto ontem. Como se trata de um ventilador de teto comercial e pelo alto preço, imaginei que no mínimo as hélices eram de aço,mas não, são de plástico.",climatizacao
5,"continue assim, o prazo superou as expectativas",utilidades_domesticas
5,Atende o esperado!,informatica_acessorios
5,Fiquei muito satisfeita! Ainda mais por ter sido entregue antes do prazo!,cama_mesa_banho
3,"Ótimo produto, recomendo",construcao_ferramentas_iluminacao
3,"Muito boa essa loja, não atrasa o pedido os produtos vem certinho...",beleza_saude
5,"Entrega muito rapida, muito antes do prazo ",ferramentas_jardim
5,Recebi o produto antes menos do prazo de entrega. Produto de ótima qualidade ,moveis_decoracao
5,"Super recomendo, pessoal responsavel e bem atencioso. Gostei do que coprei!!",fashion_bolsas_e_acessorios
1,"Quero saber o que aconteceu com a minha entrega, o prazo ja passou e nao tive satisfacao dos responsaveis.",utilidades_domesticas
5,Atendeu no prazo,climatizacao
2,"O jogo de cama faz juz à imagem apresentada no produto, é bonito, no entanto deixa a desejar em acabamento, muita linha solta e a costura foi refeita deixando falha no tecido.",cama_mesa_banho
5,EXTREMAMENTE SATISFEITA COM O SERVIÇO PRESTADO.,esporte_lazer
1,"O PRODUTO CONSTA COMO ENTREGUE NO DIA 16-08, MAS HOJE DIA 20-08, O PRODUTO AINDA NÃO FOI ENTREGUE.",beleza_saude
1,Produto não entregue e site não disponibiliza 0800 para ligar pedindo estorno ,moveis_decoracao
5,"Excelente loja, ocorreu tudo certo e recebi o produto até antes do prazo.
100% recomendo.",eletronicos
4,"recipiente veio furado
coloquei o conteúdo em outro recipiente para poder usar.",beleza_saude
4,"nada a reclamar, recebi o produto bem embalado e em perfeito estado.",cama_mesa_banho
5,Gostei do produto achei muito bom atendmento bom chegou no prazo certo eu recomendo ,artigos_de_festas
5,"Muito bom o produto.Chegou com atraso, no entanto a culpa foi dos correios pois o mesmo foi postado rapidamente.",relogios_presentes
5,Otima compra e entrega. ,beleza_saude
3,"O suporte que comprei na 1ª compra gostei muito, por isso resolvi comprar mais um para dar para o meu irmão.
Ocorre que no site mostrava o suporte igual ao da 1ª compra, mas quando recebi o produto, ",automotivo
5,ainda não usei mas chegou no prazo combinado,informatica_acessorios
5,Recebi o produto antes do prazo determinado pela loja! Entrega rápida e tudo certo com o produto!,industria_comercio_e_negocios
5,"O produto foi entregue no prazo, o guarda chuva é excelente com muita qualidade.",malas_acessorios
4,Entrega no prazo .,moveis_decoracao
2,"O produto poderia ser melhor .Os encaixe não afirma, poderia ser melhor pintado. A entrega veio antes.",bebes
5,"Produto certo,data da entrega certa,tudo dentro do esperado!!!!",utilidades_domesticas
5,Podem comprar atende tudo que promete.,automotivo
1,"Não estou sastifeita , por que comprei 4 esteira e só chegou 3 esteira aguardo a providência.",moveis_decoracao
5,Estou muito satisfeita com a compra.Produto entregue antes do prazo.,relogios_presentes
2,PRODUTO NAO ESTA CORRETO,telefonia
5,"O produto chegou em perfeito estado, bem antes do prazo e é maravilho deu um Tchan no meu carro. Aprovado ",automotivo
5,produto bom ,cama_mesa_banho
5,Pinhão não serve na fazer 2008 ,automotivo
1,Havia cancelado o pedido e mesmo assim foi entregue e foi cobrado. ,moveis_escritorio
1,"Produto veio com lacre violado.
Embora aparentemente parece que não foi usado, mas o lacre violado não passa segurança. Ainda mais quando a gente compra para dar de presente, o que foi o caso.
",beleza_saude
5,"ate agora tudo perfeito, produto e entrega no prazo",utilidades_domesticas
1,"Ainda estou aguardando a entrega do meu produto, mais de trinta dias de espera e nada de chegar.",bebes
5,"Chegou antes do prazo,e muito lindo
",moveis_decoracao
4,Entrega rápida e produto como esperado.,beleza_saude
4,"Sempre que eu precisar comprarei nesta loja.

",malas_acessorios
5,O produto foi entregue no prazo e em excelente condições,automotivo
5,Muito bom mesmo!,relogios_presentes
4,"muito boa entrega antes do prazo .
",cool_stuff
5,"Tem um bom aumento, mas ainda não é o que procuro pois, vc tem que ficar muito próximo, tem que quase encostar no objeto que observa.",papelaria
5,"O produto chegou dentro do prazo, tudo certo e sem nenhum problema. Recomendo a todos! ",esporte_lazer
4,Produtos de qualidades ta aprovado...,fashion_bolsas_e_acessorios
1,"Comprei 2 redes e recebi apenas 1, aguardo solução. 

Qualidade inferior a imaginada, tecido fino e quente.

*Frustrada",cama_mesa_banho
2,"Eu solicitei uma extensão elétrica com 3 entradas, ou seja deveria ser igual o da foto. 
Porém não vou realizar a troca, pois não tenho tempo de ir ao correio fazer a devolução.",construcao_ferramentas_construcao
5,"Recebi no sábado e no mesmo dia utilizei na subida noturna da Pedra da Macela, em Cunha-SP. Ilumina bem, tem foco ajustável, não é muito pesada e tem bom acabamento quando comparada com outras.",ferramentas_jardim
4,"Gostei. O produto é exatamente do jeito que mostra, vale a pena comprar. ",cool_stuff
4,blza bomm,casa_construcao
1,Não entregou o produto correto,bebes
5,"Entrega muito rápida, muito antes do prazo.
Excelente.",relogios_presentes
1,houve erro na entrega do produto. Espero que tudo se regulariza para poder mudar minha avaliação atual,fashion_calcados
5,Tudo conforme pedido.,relogios_presentes
4,"RECOMENDO A LOJA E O PRODUTO, SÓ NÃO É PEFEITO PORQUE OS CORREIOS NÃO ENTREGAM ONDE MORO POR CAUSA DOS ASSALTOS. MAS O RESTENTE É PERFEITO, ALOJA, O PRODUTO O ATENDIMENTO, O PRAZO. OBRIGADA, VOLTAREI",informatica_acessorios
5,"Produto corretamente embalado, chegou no prazo e atendeu totalmente as expectativas. ",informatica_acessorios
2,"Qanto a maquina de tosa recebi super rapido,porem fiz junto na mesma data o pedido do cortador de unha.O qual foi cobrado na mesma fatura com o mesmo cartão de crédito,porem até a presente data não.",pet_shop
1,Não recebi a mercadoria ainda!! Vou aguardar e depois pedir o ressarcimento.,telefonia
5,Sempre fui bem atendida e recebi os produtos conforme descritos no site.,ferramentas_jardim
5,O pedido chegou antes do prazo de entrega.,relogios_presentes
